,Location,Value,Title,Category,company,longitude,latitude
1,Registered Nursing,2,Nurse,What they studied,NSW Government,,
2,Disability Studies,1,Nurse,What they studied,NSW Government,,
3,"Teacher Education, Multiple Levels",1,Nurse,What they studied,NSW Government,,
4,Nursing,1,Nurse,What they studied,NSW Government,,
5,Medical/Health Management,1,Nurse,What they studied,NSW Government,,
6,Public Health,1,Nurse,What they studied,NSW Government,,
7,Registered Nursing,1,Nurse,What they studied,NSW Government,,
8,Nursing,1,Nurse,What they studied,NSW Government,,
9,Nursing Science,1,Nurse,What they studied,NSW Government,,
10,Critical Care Nursing,1,Nurse,What they studied,NSW Government,,
11,Business Administration and Management,1,Nurse,What they studied,NSW Government,,
12,Organizational Leadership,1,Nurse,What they studied,NSW Government,,
0,Australia,295,Nurse,Where they live,western-nsw-local-health-district,,
1,"New South Wales, Australia",281,Nurse,Where they live,western-nsw-local-health-district,,
2,"Dubbo, NSW",63,Nurse,Where they live,western-nsw-local-health-district,,
3,Greater Sydney Area,57,Nurse,Where they live,western-nsw-local-health-district,,
4,"Orange, NSW",56,Nurse,Where they live,western-nsw-local-health-district,,
5,"Sydney, NSW",55,Nurse,Where they live,western-nsw-local-health-district,,
6,"Bathurst, NSW",25,Nurse,Where they live,western-nsw-local-health-district,,
7,"Stony Creek, NSW",10,Nurse,Where they live,western-nsw-local-health-district,,
8,"Broken Hill, NSW",5,Nurse,Where they live,western-nsw-local-health-district,,
9,"Parkes, NSW",5,Nurse,Where they live,western-nsw-local-health-district,,
10,"Cowra, NSW",4,Nurse,Where they live,western-nsw-local-health-district,,
11,"Queensland, Australia",4,Nurse,Where they live,western-nsw-local-health-district,,
12,"Urawilkie, NSW",3,Nurse,Where they live,western-nsw-local-health-district,,
13,"Arthurville, NSW",3,Nurse,Where they live,western-nsw-local-health-district,,
14,Greater Brisbane Area,3,Nurse,Where they live,western-nsw-local-health-district,,
0,Charles Sturt University,50,Nurse,Where they studied,western-nsw-local-health-district,149.565825,-33.429908
1,University of Tasmania,31,Nurse,Where they studied,western-nsw-local-health-district,147.326802,-42.903399
2,Western Sydney University,25,Nurse,Where they studied,western-nsw-local-health-district,151.189728,-33.889192
3,University of Newcastle,24,Nurse,Where they studied,western-nsw-local-health-district,151.702652,-32.893239
4,Australian College of Nursing (ACN),22,Nurse,Where they studied,western-nsw-local-health-district,151.00502,-33.80825
5,University of Sydney,18,Nurse,Where they studied,western-nsw-local-health-district,151.1868,-33.8884
6,TAFE NSW,18,Nurse,Where they studied,western-nsw-local-health-district,151.199666,-33.882324
7,University of New England (AU),15,Nurse,Where they studied,western-nsw-local-health-district,151.643847,-30.48505
8,University of Technology Sydney,12,Nurse,Where they studied,western-nsw-local-health-district,151.200549,-33.883964
9,University of Wollongong,10,Nurse,Where they studied,western-nsw-local-health-district,150.8778,-34.4053
10,Australian Catholic University,9,Nurse,Where they studied,western-nsw-local-health-district,153.088733,-27.378408
11,Charles Darwin University,7,Nurse,Where they studied,western-nsw-local-health-district,130.877181,-12.37293
12,University of Southern Queensland,5,Nurse,Where they studied,western-nsw-local-health-district,151.9319815,-27.603528
13,James Cook University,4,Nurse,Where they studied,western-nsw-local-health-district,146.757042,-19.327193
14,University of Melbourne,4,Nurse,Where they studied,western-nsw-local-health-district,144.9628925,-37.798269
0,Nursing,71,Nurse,What they are skilled at,western-nsw-local-health-district,,
1,Healthcare,53,Nurse,What they are skilled at,western-nsw-local-health-district,,
2,Hospitals,45,Nurse,What they are skilled at,western-nsw-local-health-district,,
3,Nursing Education,39,Nurse,What they are skilled at,western-nsw-local-health-district,,
4,Patient Safety,39,Nurse,What they are skilled at,western-nsw-local-health-district,,
5,Healthcare Management,38,Nurse,What they are skilled at,western-nsw-local-health-district,,
6,Basic Life Support (BLS),32,Nurse,What they are skilled at,western-nsw-local-health-district,,
7,Clinical Research,30,Nurse,What they are skilled at,western-nsw-local-health-district,,
8,Inpatient Care,28,Nurse,What they are skilled at,western-nsw-local-health-district,,
9,Communication,27,Nurse,What they are skilled at,western-nsw-local-health-district,,
10,Leadership,27,Nurse,What they are skilled at,western-nsw-local-health-district,,
11,Acute Care,27,Nurse,What they are skilled at,western-nsw-local-health-district,,
12,Public Health,25,Nurse,What they are skilled at,western-nsw-local-health-district,,
13,Customer Service,25,Nurse,What they are skilled at,western-nsw-local-health-district,,
14,Advanced Cardiac Life Support (ACLS),21,Nurse,What they are skilled at,western-nsw-local-health-district,,
0,Registered Nursing,104,Nurse,What they studied,western-nsw-local-health-district,,
1,Nursing,52,Nurse,What they studied,western-nsw-local-health-district,,
2,Mental Health Nurse,12,Nurse,What they studied,western-nsw-local-health-district,,
3,Health Care Administration,11,Nurse,What they studied,western-nsw-local-health-district,,
4,Critical Care Nursing,11,Nurse,What they studied,western-nsw-local-health-district,,
5,Public Health,10,Nurse,What they studied,western-nsw-local-health-district,,
6,Organizational Leadership,9,Nurse,What they studied,western-nsw-local-health-district,,
7,Registered Nursing,8,Nurse,What they studied,western-nsw-local-health-district,,
8,Nursing,8,Nurse,What they studied,western-nsw-local-health-district,,
9,Trauma Nursing,7,Nurse,What they studied,western-nsw-local-health-district,,
10,Nursing Education,5,Nurse,What they studied,western-nsw-local-health-district,,
11,Health and Wellness,4,Nurse,What they studied,western-nsw-local-health-district,,
12,Nursing,4,Nurse,What they studied,western-nsw-local-health-district,,
13,Nursing,3,Nurse,What they studied,western-nsw-local-health-district,,
14,Nursing,3,Nurse,What they studied,western-nsw-local-health-district,,
0,Canada,4143,Accountant,Where they live,KPMG,,
1,India,3250,Accountant,Where they live,KPMG,,
2,United States,2474,Accountant,Where they live,KPMG,,
3,"Ontario, Canada",1945,Accountant,Where they live,KPMG,,
4,France,1434,Accountant,Where they live,KPMG,,
5,Australia,1422,Accountant,Where they live,KPMG,,
6,"Greater Toronto Area, Canada",1243,Accountant,Where they live,KPMG,,
7,United Kingdom,1194,Accountant,Where they live,KPMG,,
8,Italy,1175,Accountant,Where they live,KPMG,,
9,"England, United Kingdom",1004,Accountant,Where they live,KPMG,,
10,"British Columbia, Canada",991,Accountant,Where they live,KPMG,,
11,"Toronto, ON",945,Accountant,Where they live,KPMG,,
12,Greater Delhi Area,859,Accountant,Where they live,KPMG,,
13,Greater Vancouver Metropolitan Area,836,Accountant,Where they live,KPMG,,
14,"New South Wales, Australia",596,Accountant,Where they live,KPMG,,
0,Chartered Accountants Australia and New Zealand,488,Accountant,Where they studied,KPMG,149.140964,-35.288978
1,University of Melbourne,96,Accountant,Where they studied,KPMG,144.9628925,-37.798269
2,Macquarie University,95,Accountant,Where they studied,KPMG,151.112474,-33.7750065
3,UNSW,90,Accountant,Where they studied,KPMG,151.227939,-33.917226
4,Monash University,81,Accountant,Where they studied,KPMG,145.133607,-37.91063
5,University of Sydney,68,Accountant,Where they studied,KPMG,151.1868,-33.8884
6,CPA Australia,65,Accountant,Where they studied,KPMG,144.962111,-37.822531
7,The University of Queensland,63,Accountant,Where they studied,KPMG,153.013225,-27.497473
8,University of Technology Sydney,63,Accountant,Where they studied,KPMG,151.200549,-33.883964
9,CPA Australia Program,51,Accountant,Where they studied,KPMG,138.551216,-34.916163
10,QUT (Queensland University of Technology),47,Accountant,Where they studied,KPMG,153.027,-27.4773
11,RMIT University,47,Accountant,Where they studied,KPMG,144.9639,-37.8083
12,The University of Western Australia,41,Accountant,Where they studied,KPMG,115.817898,-31.980069
13,The Australian National University,40,Accountant,Where they studied,KPMG,149.121305,-35.276845
14,University of Adelaide,32,Accountant,Where they studied,KPMG,138.604911,-34.9202175
0,Accounting,667,Accountant,What they are skilled at,KPMG,,
1,Microsoft Excel,559,Accountant,What they are skilled at,KPMG,,
2,Financial Reporting,463,Accountant,What they are skilled at,KPMG,,
3,Financial Accounting,458,Accountant,What they are skilled at,KPMG,,
4,Financial Analysis,450,Accountant,What they are skilled at,KPMG,,
5,Microsoft Office,435,Accountant,What they are skilled at,KPMG,,
6,Auditing,390,Accountant,What they are skilled at,KPMG,,
7,Teamwork,375,Accountant,What they are skilled at,KPMG,,
8,Leadership,312,Accountant,What they are skilled at,KPMG,,
9,Customer Service,294,Accountant,What they are skilled at,KPMG,,
10,Communication,279,Accountant,What they are skilled at,KPMG,,
11,Microsoft Word,256,Accountant,What they are skilled at,KPMG,,
12,Management,248,Accountant,What they are skilled at,KPMG,,
13,Internal Controls,236,Accountant,What they are skilled at,KPMG,,
14,Finance,234,Accountant,What they are skilled at,KPMG,,
0,Accounting,634,Accountant,What they studied,KPMG,,
1,Accounting,484,Accountant,What they studied,KPMG,,
2,Accounting and Finance,369,Accountant,What they studied,KPMG,,
3,Business/Commerce,139,Accountant,What they studied,KPMG,,
4,Finance,103,Accountant,What they studied,KPMG,,
5,Economics,86,Accountant,What they studied,KPMG,,
6,Accounting,81,Accountant,What they studied,KPMG,,
7,E-Commerce,43,Accountant,What they studied,KPMG,,
8,Taxation,42,Accountant,What they studied,KPMG,,
9,Business Administration and Management,38,Accountant,What they studied,KPMG,,
10,Information Technology,36,Accountant,What they studied,KPMG,,
11,Jurisprudence,35,Accountant,What they studied,KPMG,,
12,Marketing,28,Accountant,What they studied,KPMG,,
13,Mathematics,26,Accountant,What they studied,KPMG,,
14,Auditing,23,Accountant,What they studied,KPMG,,
0,India,3620,Accountant,Where they live,PwC,,
1,United States,3236,Accountant,Where they live,PwC,,
2,United Kingdom,1502,Accountant,Where they live,PwC,,
3,"England, United Kingdom",1210,Accountant,Where they live,PwC,,
4,"Maharashtra, India",1111,Accountant,Where they live,PwC,,
5,Australia,954,Accountant,Where they live,PwC,,
6,Canada,878,Accountant,Where they live,PwC,,
7,Mumbai Metropolitan Region,848,Accountant,Where they live,PwC,,
8,Greater Delhi Area,808,Accountant,Where they live,PwC,,
9,Mumbai,787,Accountant,Where they live,PwC,,
10,New York City Metropolitan Area,731,Accountant,Where they live,PwC,,
11,"London Area, United Kingdom",727,Accountant,Where they live,PwC,,
12,Greater London,658,Accountant,Where they live,PwC,,
13,"New South Wales, Australia",508,Accountant,Where they live,PwC,,
14,Greater Sydney Area,481,Accountant,Where they live,PwC,,
0,Chartered Accountants Australia and New Zealand,332,Accountant,Where they studied,PwC,149.140964,-35.288978
1,UNSW,79,Accountant,Where they studied,PwC,151.227939,-33.917226
2,University of Technology Sydney,68,Accountant,Where they studied,PwC,151.200549,-33.883964
3,Macquarie University,67,Accountant,Where they studied,PwC,151.112474,-33.7750065
4,University of Sydney,64,Accountant,Where they studied,PwC,151.1868,-33.8884
5,University of Melbourne,64,Accountant,Where they studied,PwC,144.9628925,-37.798269
6,Monash University,49,Accountant,Where they studied,PwC,145.133607,-37.91063
7,The University of Queensland,42,Accountant,Where they studied,PwC,153.013225,-27.497473
8,CPA Australia,34,Accountant,Where they studied,PwC,144.962111,-37.822531
9,QUT (Queensland University of Technology),28,Accountant,Where they studied,PwC,153.027,-27.4773
10,Deakin University,27,Accountant,Where they studied,PwC,145.114309,-37.846971
11,RMIT University,24,Accountant,Where they studied,PwC,144.9639,-37.8083
12,Curtin University,24,Accountant,Where they studied,PwC,114.017186,4.51234
13,The Institute of Chartered Accountants of India,21,Accountant,Where they studied,PwC,88.350248,22.549858
14,The University of Western Australia,20,Accountant,Where they studied,PwC,115.817898,-31.980069
0,Accounting,499,Accountant,What they are skilled at,PwC,,
1,Microsoft Excel,361,Accountant,What they are skilled at,PwC,,
2,Financial Reporting,356,Accountant,What they are skilled at,PwC,,
3,Financial Accounting,342,Accountant,What they are skilled at,PwC,,
4,Financial Analysis,309,Accountant,What they are skilled at,PwC,,
5,Auditing,292,Accountant,What they are skilled at,PwC,,
6,Microsoft Office,263,Accountant,What they are skilled at,PwC,,
7,Teamwork,258,Accountant,What they are skilled at,PwC,,
8,International Financial Reporting Standards (IFRS),205,Accountant,What they are skilled at,PwC,,
9,External Audits,203,Accountant,What they are skilled at,PwC,,
10,Internal Controls,201,Accountant,What they are skilled at,PwC,,
11,Customer Service,193,Accountant,What they are skilled at,PwC,,
12,Finance,191,Accountant,What they are skilled at,PwC,,
13,Communication,190,Accountant,What they are skilled at,PwC,,
14,Leadership,180,Accountant,What they are skilled at,PwC,,
0,Accounting,410,Accountant,What they studied,PwC,,
1,Accounting,307,Accountant,What they studied,PwC,,
2,Accounting and Finance,272,Accountant,What they studied,PwC,,
3,Business/Commerce,102,Accountant,What they studied,PwC,,
4,Economics,64,Accountant,What they studied,PwC,,
5,Accounting,62,Accountant,What they studied,PwC,,
6,Finance,61,Accountant,What they studied,PwC,,
7,Taxation,32,Accountant,What they studied,PwC,,
8,E-Commerce,31,Accountant,What they studied,PwC,,
9,Business Administration and Management,28,Accountant,What they studied,PwC,,
10,Auditing,23,Accountant,What they studied,PwC,,
11,International Business,19,Accountant,What they studied,PwC,,
12,Information Technology,18,Accountant,What they studied,PwC,,
13,Jurisprudence,17,Accountant,What they studied,PwC,,
14,Marketing,17,Accountant,What they studied,PwC,,
0,India,5810,Accountant,Where they live,Deloitte,,
1,United States,3678,Accountant,Where they live,Deloitte,,
2,Canada,2367,Accountant,Where they live,Deloitte,,
3,"Maharashtra, India",1619,Accountant,Where they live,Deloitte,,
4,Greater Delhi Area,1505,Accountant,Where they live,Deloitte,,
5,Mumbai Metropolitan Region,1243,Accountant,Where they live,Deloitte,,
6,"Ontario, Canada",1125,Accountant,Where they live,Deloitte,,
7,Mumbai,1113,Accountant,Where they live,Deloitte,,
8,Australia,1095,Accountant,Where they live,Deloitte,,
9,United Kingdom,1035,Accountant,Where they live,Deloitte,,
10,"Telangana, India",974,Accountant,Where they live,Deloitte,,
11,Greater Hyderabad Area,958,Accountant,Where they live,Deloitte,,
12,"Delhi, India",848,Accountant,Where they live,Deloitte,,
13,"Karnataka, India",818,Accountant,Where they live,Deloitte,,
14,Greater Bengaluru Area,797,Accountant,Where they live,Deloitte,,
0,Chartered Accountants Australia and New Zealand,312,Accountant,Where they studied,Deloitte,149.140964,-35.288978
1,Monash University,77,Accountant,Where they studied,Deloitte,145.133607,-37.91063
2,Macquarie University,77,Accountant,Where they studied,Deloitte,151.112474,-33.7750065
3,University of Sydney,73,Accountant,Where they studied,Deloitte,151.1868,-33.8884
4,University of Melbourne,69,Accountant,Where they studied,Deloitte,144.9628925,-37.798269
5,UNSW,66,Accountant,Where they studied,Deloitte,151.227939,-33.917226
6,University of Technology Sydney,55,Accountant,Where they studied,Deloitte,151.200549,-33.883964
7,CPA Australia Program,54,Accountant,Where they studied,Deloitte,138.551216,-34.916163
8,The University of Queensland,50,Accountant,Where they studied,Deloitte,153.013225,-27.497473
9,QUT (Queensland University of Technology),40,Accountant,Where they studied,Deloitte,153.027,-27.4773
10,Curtin University,39,Accountant,Where they studied,Deloitte,114.017186,4.51234
11,CPA Australia,37,Accountant,Where they studied,Deloitte,144.962111,-37.822531
12,RMIT University,34,Accountant,Where they studied,Deloitte,144.9639,-37.8083
13,The University of Western Australia,32,Accountant,Where they studied,Deloitte,115.817898,-31.980069
14,University of Adelaide,30,Accountant,Where they studied,Deloitte,138.604911,-34.9202175
0,Accounting,537,Accountant,What they are skilled at,Deloitte,,
1,Microsoft Excel,435,Accountant,What they are skilled at,Deloitte,,
2,Financial Reporting,389,Accountant,What they are skilled at,Deloitte,,
3,Financial Analysis,358,Accountant,What they are skilled at,Deloitte,,
4,Microsoft Office,339,Accountant,What they are skilled at,Deloitte,,
5,Financial Accounting,337,Accountant,What they are skilled at,Deloitte,,
6,Teamwork,286,Accountant,What they are skilled at,Deloitte,,
7,Auditing,269,Accountant,What they are skilled at,Deloitte,,
8,Communication,257,Accountant,What they are skilled at,Deloitte,,
9,Customer Service,250,Accountant,What they are skilled at,Deloitte,,
10,Leadership,234,Accountant,What they are skilled at,Deloitte,,
11,Finance,228,Accountant,What they are skilled at,Deloitte,,
12,Management,219,Accountant,What they are skilled at,Deloitte,,
13,Analytical Skills,218,Accountant,What they are skilled at,Deloitte,,
14,Microsoft Word,192,Accountant,What they are skilled at,Deloitte,,
0,Accounting,497,Accountant,What they studied,Deloitte,,
1,Accounting,367,Accountant,What they studied,Deloitte,,
2,Accounting and Finance,302,Accountant,What they studied,Deloitte,,
3,Business/Commerce,99,Accountant,What they studied,Deloitte,,
4,Finance,86,Accountant,What they studied,Deloitte,,
5,Accounting,69,Accountant,What they studied,Deloitte,,
6,Economics,63,Accountant,What they studied,Deloitte,,
7,Taxation,36,Accountant,What they studied,Deloitte,,
8,Business Administration and Management,31,Accountant,What they studied,Deloitte,,
9,Jurisprudence,30,Accountant,What they studied,Deloitte,,
10,E-Commerce,29,Accountant,What they studied,Deloitte,,
11,Auditing,27,Accountant,What they studied,Deloitte,,
12,Information Technology,26,Accountant,What they studied,Deloitte,,
13,Marketing,26,Accountant,What they studied,Deloitte,,
14,International Business,23,Accountant,What they studied,Deloitte,,
0,India,5492,Accountant,Where they live,ernstandyoung,,
1,United States,4423,Accountant,Where they live,ernstandyoung,,
2,Canada,2007,Accountant,Where they live,ernstandyoung,,
3,Greater Delhi Area,1422,Accountant,Where they live,ernstandyoung,,
4,"Maharashtra, India",1339,Accountant,Where they live,ernstandyoung,,
5,United Kingdom,1220,Accountant,Where they live,ernstandyoung,,
6,"Ontario, Canada",1198,Accountant,Where they live,ernstandyoung,,
7,Mumbai Metropolitan Region,1035,Accountant,Where they live,ernstandyoung,,
8,"Karnataka, India",1028,Accountant,Where they live,ernstandyoung,,
9,Greater Bengaluru Area,986,Accountant,Where they live,ernstandyoung,,
10,Australia,949,Accountant,Where they live,ernstandyoung,,
11,Mumbai,946,Accountant,Where they live,ernstandyoung,,
12,Bengaluru,929,Accountant,Where they live,ernstandyoung,,
13,"Delhi, India",906,Accountant,Where they live,ernstandyoung,,
14,"Greater Toronto Area, Canada",831,Accountant,Where they live,ernstandyoung,,
0,Chartered Accountants Australia and New Zealand,287,Accountant,Where they studied,ernstandyoung,149.140964,-35.288978
1,Monash University,68,Accountant,Where they studied,ernstandyoung,145.133607,-37.91063
2,Macquarie University,68,Accountant,Where they studied,ernstandyoung,151.112474,-33.7750065
3,University of Melbourne,62,Accountant,Where they studied,ernstandyoung,144.9628925,-37.798269
4,UNSW,58,Accountant,Where they studied,ernstandyoung,151.227939,-33.917226
5,University of Sydney,52,Accountant,Where they studied,ernstandyoung,151.1868,-33.8884
6,University of Technology Sydney,52,Accountant,Where they studied,ernstandyoung,151.200549,-33.883964
7,QUT (Queensland University of Technology),44,Accountant,Where they studied,ernstandyoung,153.027,-27.4773
8,CPA Australia Program,40,Accountant,Where they studied,ernstandyoung,138.551216,-34.916163
9,The University of Queensland,38,Accountant,Where they studied,ernstandyoung,153.013225,-27.497473
10,The University of Western Australia,35,Accountant,Where they studied,ernstandyoung,115.817898,-31.980069
11,Curtin University,33,Accountant,Where they studied,ernstandyoung,114.017186,4.51234
12,University of Adelaide,30,Accountant,Where they studied,ernstandyoung,138.604911,-34.9202175
13,CPA Australia,25,Accountant,Where they studied,ernstandyoung,144.962111,-37.822531
14,RMIT University,24,Accountant,Where they studied,ernstandyoung,144.9639,-37.8083
0,Accounting,454,Accountant,What they are skilled at,ernstandyoung,,
1,Microsoft Excel,344,Accountant,What they are skilled at,ernstandyoung,,
2,Financial Reporting,309,Accountant,What they are skilled at,ernstandyoung,,
3,Financial Accounting,297,Accountant,What they are skilled at,ernstandyoung,,
4,Financial Analysis,278,Accountant,What they are skilled at,ernstandyoung,,
5,Microsoft Office,271,Accountant,What they are skilled at,ernstandyoung,,
6,Auditing,256,Accountant,What they are skilled at,ernstandyoung,,
7,Teamwork,238,Accountant,What they are skilled at,ernstandyoung,,
8,Customer Service,189,Accountant,What they are skilled at,ernstandyoung,,
9,Leadership,180,Accountant,What they are skilled at,ernstandyoung,,
10,Communication,177,Accountant,What they are skilled at,ernstandyoung,,
11,Management,177,Accountant,What they are skilled at,ernstandyoung,,
12,Microsoft Word,174,Accountant,What they are skilled at,ernstandyoung,,
13,Internal Controls,161,Accountant,What they are skilled at,ernstandyoung,,
14,Finance,156,Accountant,What they are skilled at,ernstandyoung,,
0,Accounting,436,Accountant,What they studied,ernstandyoung,,
1,Accounting,318,Accountant,What they studied,ernstandyoung,,
2,Accounting and Finance,240,Accountant,What they studied,ernstandyoung,,
3,Business/Commerce,105,Accountant,What they studied,ernstandyoung,,
4,Finance,63,Accountant,What they studied,ernstandyoung,,
5,Economics,48,Accountant,What they studied,ernstandyoung,,
6,Accounting,47,Accountant,What they studied,ernstandyoung,,
7,E-Commerce,34,Accountant,What they studied,ernstandyoung,,
8,Jurisprudence,32,Accountant,What they studied,ernstandyoung,,
9,Taxation,29,Accountant,What they studied,ernstandyoung,,
10,Business Administration and Management,27,Accountant,What they studied,ernstandyoung,,
11,Information Technology,21,Accountant,What they studied,ernstandyoung,,
12,Auditing,19,Accountant,What they studied,ernstandyoung,,
13,International Business,17,Accountant,What they studied,ernstandyoung,,
14,Marketing,17,Accountant,What they studied,ernstandyoung,,
0,United Kingdom,99,Accountant,Where they live,Hays,,
1,"England, United Kingdom",92,Accountant,Where they live,Hays,,
2,Australia,73,Accountant,Where they live,Hays,,
3,"New South Wales, Australia",44,Accountant,Where they live,Hays,,
4,"London Area, United Kingdom",44,Accountant,Where they live,Hays,,
5,"Sydney, NSW",43,Accountant,Where they live,Hays,,
6,Greater Sydney Area,43,Accountant,Where they live,Hays,,
7,Greater London,39,Accountant,Where they live,Hays,,
8,India,30,Accountant,Where they live,Hays,,
9,United States,21,Accountant,Where they live,Hays,,
10,Poland,20,Accountant,Where they live,Hays,,
11,Germany,19,Accountant,Where they live,Hays,,
12,Hong Kong SAR,18,Accountant,Where they live,Hays,,
13,France,17,Accountant,Where they live,Hays,,
14,Greater Delhi Area,12,Accountant,Where they live,Hays,,
0,Macquarie University,7,Accountant,Where they studied,Hays,151.112474,-33.7750065
1,Western Sydney University,3,Accountant,Where they studied,Hays,151.189728,-33.889192
2,CPA Australia Program,3,Accountant,Where they studied,Hays,138.551216,-34.916163
3,ACCA,3,Accountant,Where they studied,Hays,11.25856,43.776953
4,University of Sydney,3,Accountant,Where they studied,Hays,151.1868,-33.8884
5,CPA Australia,3,Accountant,Where they studied,Hays,144.962111,-37.822531
6,Chartered Accountants Australia and New Zealand,3,Accountant,Where they studied,Hays,149.140964,-35.288978
7,King's Own Institute,2,Accountant,Where they studied,Hays,151.205519,-33.87595
8,Federation University Australia,2,Accountant,Where they studied,Hays,153.013225,-27.497473
9,University of Technology Sydney,2,Accountant,Where they studied,Hays,151.200549,-33.883964
10,University of Canberra,2,Accountant,Where they studied,Hays,149.0863495,-35.238678
11,TAFE Queensland,2,Accountant,Where they studied,Hays,153.03402,-27.586853
12,TAFE NSW,2,Accountant,Where they studied,Hays,151.199666,-33.882324
13,University of Cambridge,2,Accountant,Where they studied,Hays,0.136473,52.186507
14,UNSW,2,Accountant,Where they studied,Hays,151.227939,-33.917226
0,Accounting,34,Accountant,What they are skilled at,Hays,,
1,Microsoft Excel,29,Accountant,What they are skilled at,Hays,,
2,Microsoft Office,28,Accountant,What they are skilled at,Hays,,
3,Account Reconciliation,25,Accountant,What they are skilled at,Hays,,
4,Customer Service,24,Accountant,What they are skilled at,Hays,,
5,Financial Accounting,21,Accountant,What they are skilled at,Hays,,
6,Financial Reporting,20,Accountant,What they are skilled at,Hays,,
7,Management,19,Accountant,What they are skilled at,Hays,,
8,Teamwork,19,Accountant,What they are skilled at,Hays,,
9,Finance,16,Accountant,What they are skilled at,Hays,,
10,Financial Analysis,15,Accountant,What they are skilled at,Hays,,
11,Auditing,14,Accountant,What they are skilled at,Hays,,
12,Accounts Payable (AP),13,Accountant,What they are skilled at,Hays,,
13,Accounts Receivable (AR),13,Accountant,What they are skilled at,Hays,,
14,Bank Reconciliation,11,Accountant,What they are skilled at,Hays,,
0,Accounting,23,Accountant,What they studied,Hays,,
1,Accounting,21,Accountant,What they studied,Hays,,
2,Accounting and Finance,12,Accountant,What they studied,Hays,,
3,Business/Commerce,7,Accountant,What they studied,Hays,,
4,Economics,5,Accountant,What they studied,Hays,,
5,Accounting,5,Accountant,What they studied,Hays,,
6,Marketing,5,Accountant,What they studied,Hays,,
7,Business Administration and Management,4,Accountant,What they studied,Hays,,
8,Finance,4,Accountant,What they studied,Hays,,
9,Human Resources Management,3,Accountant,What they studied,Hays,,
10,Real Estate Development,1,Accountant,What they studied,Hays,,
11,Information Technology,1,Accountant,What they studied,Hays,,
12,Computer Science,1,Accountant,What they studied,Hays,,
13,Computer Systems Networking,1,Accountant,What they studied,Hays,,
14,Elementary Education and Teaching,1,Accountant,What they studied,Hays,,
0,United States,276,Accountant,Where they live,mcdonald's-corporation,,
1,United Kingdom,194,Accountant,Where they live,mcdonald's-corporation,,
2,"England, United Kingdom",170,Accountant,Where they live,mcdonald's-corporation,,
3,Canada,169,Accountant,Where they live,mcdonald's-corporation,,
4,Australia,120,Accountant,Where they live,mcdonald's-corporation,,
5,France,111,Accountant,Where they live,mcdonald's-corporation,,
6,"Ontario, Canada",111,Accountant,Where they live,mcdonald's-corporation,,
7,"Illinois, United States",105,Accountant,Where they live,mcdonald's-corporation,,
8,Greater Chicago Area,102,Accountant,Where they live,mcdonald's-corporation,,
9,India,95,Accountant,Where they live,mcdonald's-corporation,,
10,"London Area, United Kingdom",84,Accountant,Where they live,mcdonald's-corporation,,
11,"Greater Toronto Area, Canada",74,Accountant,Where they live,mcdonald's-corporation,,
12,Greater London,73,Accountant,Where they live,mcdonald's-corporation,,
13,"New South Wales, Australia",61,Accountant,Where they live,mcdonald's-corporation,,
14,Greater Paris Metropolitan Region,53,Accountant,Where they live,mcdonald's-corporation,,
0,Deakin University,13,Accountant,Where they studied,mcdonald's-corporation,145.114309,-37.846971
1,Macquarie University,13,Accountant,Where they studied,mcdonald's-corporation,151.112474,-33.7750065
2,CPA Australia,8,Accountant,Where they studied,mcdonald's-corporation,144.962111,-37.822531
3,TAFE NSW,5,Accountant,Where they studied,mcdonald's-corporation,151.199666,-33.882324
4,Chartered Accountants Australia and New Zealand,5,Accountant,Where they studied,mcdonald's-corporation,149.140964,-35.288978
5,University of Wollongong,5,Accountant,Where they studied,mcdonald's-corporation,150.8778,-34.4053
6,"Holmes Institute, Australia",5,Accountant,Where they studied,mcdonald's-corporation,151.206193,-33.869793
7,Western Sydney University,4,Accountant,Where they studied,mcdonald's-corporation,151.189728,-33.889192
8,Federation University Australia,4,Accountant,Where they studied,mcdonald's-corporation,153.013225,-27.497473
9,CPA Australia Program,4,Accountant,Where they studied,mcdonald's-corporation,138.551216,-34.916163
10,Edith Cowan University,4,Accountant,Where they studied,mcdonald's-corporation,115.653393,-33.367732
11,University of Technology Sydney,4,Accountant,Where they studied,mcdonald's-corporation,151.200549,-33.883964
12,RMIT University,4,Accountant,Where they studied,mcdonald's-corporation,144.9639,-37.8083
13,Curtin University,4,Accountant,Where they studied,mcdonald's-corporation,114.017186,4.51234
14,King's Own Institute,3,Accountant,Where they studied,mcdonald's-corporation,151.205519,-33.87595
0,Microsoft Excel,54,Accountant,What they are skilled at,mcdonald's-corporation,,
1,Customer Service,52,Accountant,What they are skilled at,mcdonald's-corporation,,
2,Accounting,46,Accountant,What they are skilled at,mcdonald's-corporation,,
3,Communication,43,Accountant,What they are skilled at,mcdonald's-corporation,,
4,Teamwork,40,Accountant,What they are skilled at,mcdonald's-corporation,,
5,Microsoft Office,39,Accountant,What they are skilled at,mcdonald's-corporation,,
6,Leadership,29,Accountant,What they are skilled at,mcdonald's-corporation,,
7,Management,28,Accountant,What they are skilled at,mcdonald's-corporation,,
8,Time Management,26,Accountant,What they are skilled at,mcdonald's-corporation,,
9,Financial Analysis,26,Accountant,What they are skilled at,mcdonald's-corporation,,
10,Financial Accounting,25,Accountant,What they are skilled at,mcdonald's-corporation,,
