,Location,Value,Title,Category,company,longitude,latitude
6,University of Newcastle,4,Mining Engineer,Where they studied,Thiess,151.702652,-32.893239
7,CQUniversity,4,Mining Engineer,Where they studied,Thiess,150.518641,-23.3212855
8,RMIT University,4,Mining Engineer,Where they studied,Thiess,144.9639,-37.8083
9,Mt Eliza Business School,3,Mining Engineer,Where they studied,Thiess,-86.250741,12.10751
10,University of Southern Queensland,3,Mining Engineer,Where they studied,Thiess,151.9319815,-27.603528
11,Australian Institute of Company Directors,3,Mining Engineer,Where they studied,Thiess,151.20829,-33.86441
12,National University of Engineering,2,Mining Engineer,Where they studied,Thiess,-77.050107,-12.021595
13,Institut Teknologi Bandung,2,Mining Engineer,Where they studied,Thiess,107.609859,-6.892437
14,Universitas Sriwijaya,2,Mining Engineer,Where they studied,Thiess,104.733607,-2.98585
0,Mining,93,Mining Engineer,What they are skilled at,Thiess,,
1,Mining Engineering,84,Mining Engineer,What they are skilled at,Thiess,,
2,Coal,78,Mining Engineer,What they are skilled at,Thiess,,
3,Engineering,70,Mining Engineer,What they are skilled at,Thiess,,
4,Minerals,62,Mining Engineer,What they are skilled at,Thiess,,
5,Vulcan,59,Mining Engineer,What they are skilled at,Thiess,,
6,Gold,43,Mining Engineer,What they are skilled at,Thiess,,
7,Mineral Processing,41,Mining Engineer,What they are skilled at,Thiess,,
8,Contract Management,41,Mining Engineer,What they are skilled at,Thiess,,
9,Iron Ore,39,Mining Engineer,What they are skilled at,Thiess,,
10,Project Management,38,Mining Engineer,What they are skilled at,Thiess,,
11,Surface Mining,38,Mining Engineer,What they are skilled at,Thiess,,
12,Project Planning,34,Mining Engineer,What they are skilled at,Thiess,,
13,Microsoft Office,34,Mining Engineer,What they are skilled at,Thiess,,
14,Underground Mining,32,Mining Engineer,What they are skilled at,Thiess,,
0,Mining and Mineral Engineering,89,Mining Engineer,What they studied,Thiess,,
1,Civil Engineering,17,Mining Engineer,What they studied,Thiess,,
2,Project Management,5,Mining Engineer,What they studied,Thiess,,
3,Electrical and Electronics Engineering,4,Mining Engineer,What they studied,Thiess,,
4,Mechanical Engineering,4,Mining Engineer,What they studied,Thiess,,
5,Surveying Technology,4,Mining Engineer,What they studied,Thiess,,
6,Finance,4,Mining Engineer,What they studied,Thiess,,
7,Engineering,3,Mining Engineer,What they studied,Thiess,,
8,Mechanical Engineering,3,Mining Engineer,What they studied,Thiess,,
9,Business Administration and Management,3,Mining Engineer,What they studied,Thiess,,
10,Organizational Leadership,3,Mining Engineer,What they studied,Thiess,,
11,Environmental Studies,2,Mining Engineer,What they studied,Thiess,,
12,Information Technology Project Management,2,Mining Engineer,What they studied,Thiess,,
13,Geoenvironmental Engineering,2,Mining Engineer,What they studied,Thiess,,
14,Metallurgical Engineering,2,Mining Engineer,What they studied,Thiess,,
0,Australia,134,Mining Engineer,Where they live,South32,,
1,"Western Australia, Australia",55,Mining Engineer,Where they live,South32,,
2,"Perth, WA",47,Mining Engineer,Where they live,South32,,
3,"Queensland, Australia",47,Mining Engineer,Where they live,South32,,
4,Greater Perth Area,47,Mining Engineer,Where they live,South32,,
5,South Africa,36,Mining Engineer,Where they live,South32,,
6,United States,30,Mining Engineer,Where they live,South32,,
7,"Brisbane, QLD",28,Mining Engineer,Where they live,South32,,
8,Greater Brisbane Area,28,Mining Engineer,Where they live,South32,,
9,"Arizona, United States",27,Mining Engineer,Where they live,South32,,
10,Greater Tucson Area,26,Mining Engineer,Where they live,South32,,
11,"New South Wales, Australia",19,Mining Engineer,Where they live,South32,,
12,"Tucson, AZ",18,Mining Engineer,Where they live,South32,,
13,"Wollongong, NSW",17,Mining Engineer,Where they live,South32,,
14,Wollongong Area,17,Mining Engineer,Where they live,South32,,
0,Curtin University,18,Mining Engineer,Where they studied,South32,114.017186,4.51234
1,University of Wollongong,18,Mining Engineer,Where they studied,South32,150.8778,-34.4053
2,The University of Queensland,17,Mining Engineer,Where they studied,South32,153.013225,-27.497473
3,UNSW,13,Mining Engineer,Where they studied,South32,151.227939,-33.917226
4,The University of Western Australia,13,Mining Engineer,Where they studied,South32,115.817898,-31.980069
5,QUT (Queensland University of Technology),6,Mining Engineer,Where they studied,South32,153.027,-27.4773
6,University of the Witwatersrand,6,Mining Engineer,Where they studied,South32,28.029331,-26.190956
7,Federation University Australia,4,Mining Engineer,Where they studied,South32,153.013225,-27.497473
8,University of Melbourne,4,Mining Engineer,Where they studied,South32,144.9628925,-37.798269
9,CQUniversity,3,Mining Engineer,Where they studied,South32,150.518641,-23.3212855
10,Melbourne Business School,3,Mining Engineer,Where they studied,South32,144.961126,-37.801423
11,TAFE Queensland,3,Mining Engineer,Where they studied,South32,153.03402,-27.586853
12,INSEAD,3,Mining Engineer,Where they studied,South32,103.7865595,1.2997255
13,University of South Africa/Universiteit van Suid-Afrika,2,Mining Engineer,Where they studied,South32,28.198401,-25.766662
14,University of Johannesburg,2,Mining Engineer,Where they studied,South32,28.006429,-26.186137
0,Mining,77,Mining Engineer,What they are skilled at,South32,,
1,Engineering,61,Mining Engineer,What they are skilled at,South32,,
2,Mining Engineering,52,Mining Engineer,What they are skilled at,South32,,
3,Minerals,51,Mining Engineer,What they are skilled at,South32,,
4,Project Management,39,Mining Engineer,What they are skilled at,South32,,
5,Base Metals,37,Mining Engineer,What they are skilled at,South32,,
6,Underground Mining,35,Mining Engineer,What they are skilled at,South32,,
7,Coal,34,Mining Engineer,What they are skilled at,South32,,
8,Microsoft Office,33,Mining Engineer,What they are skilled at,South32,,
9,Project Planning,32,Mining Engineer,What they are skilled at,South32,,
10,Gold,30,Mining Engineer,What they are skilled at,South32,,
11,Microsoft Excel,26,Mining Engineer,What they are skilled at,South32,,
12,Geology,26,Mining Engineer,What they are skilled at,South32,,
13,Iron Ore,22,Mining Engineer,What they are skilled at,South32,,
14,Safety Management Systems,22,Mining Engineer,What they are skilled at,South32,,
0,Mining and Mineral Engineering,78,Mining Engineer,What they studied,South32,,
1,Chemical Engineering,11,Mining Engineer,What they studied,South32,,
2,Finance,11,Mining Engineer,What they studied,South32,,
3,Economics,8,Mining Engineer,What they studied,South32,,
4,Business Administration and Management,8,Mining Engineer,What they studied,South32,,
5,Civil Engineering,5,Mining Engineer,What they studied,South32,,
6,Electrical and Electronics Engineering,5,Mining Engineer,What they studied,South32,,
7,Project Management,4,Mining Engineer,What they studied,South32,,
8,Information Technology,3,Mining Engineer,What they studied,South32,,
9,Engineering,3,Mining Engineer,What they studied,South32,,
10,Mechanical Engineering,3,Mining Engineer,What they studied,South32,,
11,Geology/Earth Science,3,Mining Engineer,What they studied,South32,,
12,Geoenvironmental Engineering,2,Mining Engineer,What they studied,South32,,
13,Petroleum Engineering,2,Mining Engineer,What they studied,South32,,
14,Energy Management,2,Mining Engineer,What they studied,South32,,
0,Ghana,339,Mining Engineer,Where they live,gold-fields,,
1,Australia,232,Mining Engineer,Where they live,gold-fields,,
2,"Western Australia, Australia",215,Mining Engineer,Where they live,gold-fields,,
3,Greater Perth Area,176,Mining Engineer,Where they live,gold-fields,,
4,"Perth, WA",174,Mining Engineer,Where they live,gold-fields,,
5,"Western Region, Ghana",121,Mining Engineer,Where they live,gold-fields,,
6,South Africa,111,Mining Engineer,Where they live,gold-fields,,
7,"Gauteng, South Africa",92,Mining Engineer,Where they live,gold-fields,,
8,Johannesburg Metropolitan Area,50,Mining Engineer,Where they live,gold-fields,,
9,"Greater Accra Region, Ghana",28,Mining Engineer,Where they live,gold-fields,,
10,"Kalgoorlie, WA",24,Mining Engineer,Where they live,gold-fields,,
11,Johannesburg,21,Mining Engineer,Where they live,gold-fields,,
12,Chile,18,Mining Engineer,Where they live,gold-fields,,
13,Peru,17,Mining Engineer,Where they live,gold-fields,,
14,Rand West City,16,Mining Engineer,Where they live,gold-fields,,
0,Curtin University,68,Mining Engineer,Where they studied,gold-fields,114.017186,4.51234
1,The University of Western Australia,20,Mining Engineer,Where they studied,gold-fields,115.817898,-31.980069
2,UNSW,11,Mining Engineer,Where they studied,gold-fields,151.227939,-33.917226
3,Edith Cowan University,8,Mining Engineer,Where they studied,gold-fields,115.653393,-33.367732
4,The University of Queensland,6,Mining Engineer,Where they studied,gold-fields,153.013225,-27.497473
5,Federation University Australia,5,Mining Engineer,Where they studied,gold-fields,153.013225,-27.497473
6,Murdoch University,5,Mining Engineer,Where they studied,gold-fields,115.841134,-32.06937175
7,Monash University,4,Mining Engineer,Where they studied,gold-fields,145.133607,-37.91063
8,University of Johannesburg,3,Mining Engineer,Where they studied,gold-fields,28.006429,-26.186137
9,University of Zimbabwe,3,Mining Engineer,Where they studied,gold-fields,8.764698,50.107566
10,University of Adelaide,3,Mining Engineer,Where they studied,gold-fields,138.604911,-34.9202175
11,James Cook University,2,Mining Engineer,Where they studied,gold-fields,146.757042,-19.327193
12,Deakin University,2,Mining Engineer,Where they studied,gold-fields,145.114309,-37.846971
13,University of Exeter,2,Mining Engineer,Where they studied,gold-fields,,
14,University of South Africa/Universiteit van Suid-Afrika,2,Mining Engineer,Where they studied,gold-fields,28.198401,-25.766662
0,Mining,113,Mining Engineer,What they are skilled at,gold-fields,,
1,Engineering,90,Mining Engineer,What they are skilled at,gold-fields,,
2,Microsoft Office,76,Mining Engineer,What they are skilled at,gold-fields,,
3,Mining Engineering,71,Mining Engineer,What they are skilled at,gold-fields,,
4,Gold,70,Mining Engineer,What they are skilled at,gold-fields,,
5,Minerals,64,Mining Engineer,What they are skilled at,gold-fields,,
6,Underground Mining,59,Mining Engineer,What they are skilled at,gold-fields,,
7,Microsoft Excel,57,Mining Engineer,What they are skilled at,gold-fields,,
8,Project Management,55,Mining Engineer,What they are skilled at,gold-fields,,
9,Project Planning,48,Mining Engineer,What they are skilled at,gold-fields,,
10,Geology,45,Mining Engineer,What they are skilled at,gold-fields,,
11,Base Metals,43,Mining Engineer,What they are skilled at,gold-fields,,
12,Leadership,43,Mining Engineer,What they are skilled at,gold-fields,,
13,Management,41,Mining Engineer,What they are skilled at,gold-fields,,
14,Teamwork,35,Mining Engineer,What they are skilled at,gold-fields,,
0,Mining and Mineral Engineering,112,Mining Engineer,What they studied,gold-fields,,
1,Mechanical Engineering,27,Mining Engineer,What they studied,gold-fields,,
2,Geology/Earth Science,23,Mining Engineer,What they studied,gold-fields,,
3,Civil Engineering,12,Mining Engineer,What they studied,gold-fields,,
4,Electrical and Electronics Engineering,12,Mining Engineer,What they studied,gold-fields,,
5,Project Management,9,Mining Engineer,What they studied,gold-fields,,
6,Engineering,7,Mining Engineer,What they studied,gold-fields,,
7,Chemical Engineering,7,Mining Engineer,What they studied,gold-fields,,
8,Business Administration and Management,6,Mining Engineer,What they studied,gold-fields,,
9,Organizational Leadership,6,Mining Engineer,What they studied,gold-fields,,
10,Geoenvironmental Engineering,5,Mining Engineer,What they studied,gold-fields,,
11,Economics,5,Mining Engineer,What they studied,gold-fields,,
12,Finance,5,Mining Engineer,What they studied,gold-fields,,
13,Information Technology,4,Mining Engineer,What they studied,gold-fields,,
14,Mathematics,4,Mining Engineer,What they studied,gold-fields,,
0,Australia,43,Mining Engineer,Where they live,Downer,,
1,"Queensland, Australia",17,Mining Engineer,Where they live,Downer,,
2,"New South Wales, Australia",11,Mining Engineer,Where they live,Downer,,
3,"Western Australia, Australia",11,Mining Engineer,Where they live,Downer,,
4,"Perth, WA",10,Mining Engineer,Where they live,Downer,,
5,"Brisbane, QLD",10,Mining Engineer,Where they live,Downer,,
6,Greater Brisbane Area,10,Mining Engineer,Where they live,Downer,,
7,Greater Perth Area,10,Mining Engineer,Where they live,Downer,,
8,Greater Sydney Area,7,Mining Engineer,Where they live,Downer,,
9,"Sydney, NSW",6,Mining Engineer,Where they live,Downer,,
10,United States,4,Mining Engineer,Where they live,Downer,,
11,"Victoria, Australia",3,Mining Engineer,Where they live,Downer,,
12,"California, United States",2,Mining Engineer,Where they live,Downer,,
13,Los Angeles Metropolitan Area,2,Mining Engineer,Where they live,Downer,,
14,"Phoenix, AZ",1,Mining Engineer,Where they live,Downer,,
0,University of Newcastle,3,Mining Engineer,Where they studied,Downer,151.702652,-32.893239
1,UNSW,3,Mining Engineer,Where they studied,Downer,151.227939,-33.917226
2,The University of Queensland,2,Mining Engineer,Where they studied,Downer,153.013225,-27.497473
3,University of Technology Sydney,2,Mining Engineer,Where they studied,Downer,151.200549,-33.883964
4,Federation University Australia,1,Mining Engineer,Where they studied,Downer,153.013225,-27.497473
5,QUT (Queensland University of Technology),1,Mining Engineer,Where they studied,Downer,153.027,-27.4773
6,Y Combinator,1,Mining Engineer,Where they studied,Downer,-122.067028,37.386316
7,Benha University,1,Mining Engineer,Where they studied,Downer,31.183888,30.471323
8,University of Southern Queensland,1,Mining Engineer,Where they studied,Downer,151.9319815,-27.603528
9,Australian Institute of Management,1,Mining Engineer,Where they studied,Downer,115.802505,-31.947378
10,Shanghai University,1,Mining Engineer,Where they studied,Downer,121.389705,31.3170155
11,University of Colorado Boulder,1,Mining Engineer,Where they studied,Downer,-105.267676,40.007045
12,Monash University,1,Mining Engineer,Where they studied,Downer,145.133607,-37.91063
13,RMIT University,1,Mining Engineer,Where they studied,Downer,144.9639,-37.8083
14,Macquarie Business School,1,Mining Engineer,Where they studied,Downer,151.112474,-33.7750065
0,Engineering,19,Mining Engineer,What they are skilled at,Downer,,
1,Mining,17,Mining Engineer,What they are skilled at,Downer,,
2,Project Management,16,Mining Engineer,What they are skilled at,Downer,,
3,Project Engineering,16,Mining Engineer,What they are skilled at,Downer,,
4,Project Planning,15,Mining Engineer,What they are skilled at,Downer,,
5,Contract Management,13,Mining Engineer,What they are skilled at,Downer,,
6,Microsoft Excel,11,Mining Engineer,What they are skilled at,Downer,,
7,Project Commissioning,10,Mining Engineer,What they are skilled at,Downer,,
8,Microsoft Office,9,Mining Engineer,What they are skilled at,Downer,,
9,Maintenance Management,8,Mining Engineer,What they are skilled at,Downer,,
10,Mineral Processing,7,Mining Engineer,What they are skilled at,Downer,,
11,Mechanical Engineering,5,Mining Engineer,What they are skilled at,Downer,,
12,Minerals,5,Mining Engineer,What they are skilled at,Downer,,
13,Iron Ore,5,Mining Engineer,What they are skilled at,Downer,,
14,Pump Repair,4,Mining Engineer,What they are skilled at,Downer,,
0,Civil Engineering,7,Mining Engineer,What they studied,Downer,,
1,Mining and Mineral Engineering,6,Mining Engineer,What they studied,Downer,,
2,Mechanical Engineering,5,Mining Engineer,What they studied,Downer,,
3,Physics,3,Mining Engineer,What they studied,Downer,,
4,Chemical Engineering,2,Mining Engineer,What they studied,Downer,,
5,Mathematics,2,Mining Engineer,What they studied,Downer,,
6,Chemistry,2,Mining Engineer,What they studied,Downer,,
7,Computer and Information Sciences,1,Mining Engineer,What they studied,Downer,,
8,Engineering,1,Mining Engineer,What they studied,Downer,,
9,English Language and Literature,1,Mining Engineer,What they studied,Downer,,
10,Applied Mathematics,1,Mining Engineer,What they studied,Downer,,
11,Travel and Exploration,1,Mining Engineer,What they studied,Downer,,
12,Materials Science,1,Mining Engineer,What they studied,Downer,,
13,Design and Visual Communications,1,Mining Engineer,What they studied,Downer,,
14,Business Administration and Management,1,Mining Engineer,What they studied,Downer,,
0,Australia,7,Mining Engineer,Where they live,Anglo American,,
1,"Queensland, Australia",5,Mining Engineer,Where they live,Anglo American,,
2,South Africa,5,Mining Engineer,Where they live,Anglo American,,
3,Brazil,5,Mining Engineer,Where they live,Anglo American,,
4,"Brisbane, QLD",4,Mining Engineer,Where they live,Anglo American,,
5,Greater Brisbane Area,4,Mining Engineer,Where they live,Anglo American,,
6,"Minas Gerais, Brazil",3,Mining Engineer,Where they live,Anglo American,,
7,"Gauteng, South Africa",3,Mining Engineer,Where they live,Anglo American,,
8,Peru,3,Mining Engineer,Where they live,Anglo American,,
9,Chile,3,Mining Engineer,Where they live,Anglo American,,
10,United Kingdom,2,Mining Engineer,Where they live,Anglo American,,
11,"Conceição do Mato Dentro, MG",2,Mining Engineer,Where they live,Anglo American,,
12,"South Australia, Australia",1,Mining Engineer,Where they live,Anglo American,,
13,"Santiago Metropolitan Region, Chile",1,Mining Engineer,Where they live,Anglo American,,
14,"Scotland, United Kingdom",1,Mining Engineer,Where they live,Anglo American,,
0,UNSW,2,Mining Engineer,Where they studied,Anglo American,151.227939,-33.917226
1,Universidad de Chile,1,Mining Engineer,Where they studied,Anglo American,-70.650647,-33.444016
2,UNSW,1,Mining Engineer,Where they studied,Anglo American,151.227939,-33.917226
3,"INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY, SHIBPUR",1,Mining Engineer,Where they studied,Anglo American,80.279474,13.03961
4,Griffith University,1,Mining Engineer,Where they studied,Anglo American,153.0593735,-27.549348
5,The University of Queensland,1,Mining Engineer,Where they studied,Anglo American,153.013225,-27.497473
6,Université Paris-Sorbonne,1,Mining Engineer,Where they studied,Anglo American,54.4122625,24.4888475
7,University of Adelaide,1,Mining Engineer,Where they studied,Anglo American,138.604911,-34.9202175
0,Mining,5,Mining Engineer,What they are skilled at,Anglo American,,
1,Mining Engineering,5,Mining Engineer,What they are skilled at,Anglo American,,
2,Feasibility Studies,5,Mining Engineer,What they are skilled at,Anglo American,,
3,Mineral Exploration,4,Mining Engineer,What they are skilled at,Anglo American,,
4,Mineral Processing,4,Mining Engineer,What they are skilled at,Anglo American,,
5,Coal,4,Mining Engineer,What they are skilled at,Anglo American,,
6,Gold,4,Mining Engineer,What they are skilled at,Anglo American,,
7,Project Planning,4,Mining Engineer,What they are skilled at,Anglo American,,
8,Minerals,4,Mining Engineer,What they are skilled at,Anglo American,,
9,Base Metals,3,Mining Engineer,What they are skilled at,Anglo American,,
10,Contract Management,3,Mining Engineer,What they are skilled at,Anglo American,,
11,Business Process Improvement,3,Mining Engineer,What they are skilled at,Anglo American,,
12,Underground Mining,3,Mining Engineer,What they are skilled at,Anglo American,,
13,Geology,3,Mining Engineer,What they are skilled at,Anglo American,,
14,Rock Mechanics,2,Mining Engineer,What they are skilled at,Anglo American,,
0,Mining and Mineral Engineering,2,Mining Engineer,What they studied,Anglo American,,
1,Engineering,1,Mining Engineer,What they studied,Anglo American,,
0,Australia,2150,Sales Manager,Where they live,Telstra,,
1,"Victoria, Australia",796,Sales Manager,Where they live,Telstra,,
2,Greater Melbourne Area,725,Sales Manager,Where they live,Telstra,,
3,"Melbourne, VIC",713,Sales Manager,Where they live,Telstra,,
4,"New South Wales, Australia",610,Sales Manager,Where they live,Telstra,,
5,Greater Sydney Area,506,Sales Manager,Where they live,Telstra,,
6,"Sydney, NSW",485,Sales Manager,Where they live,Telstra,,
7,"Queensland, Australia",320,Sales Manager,Where they live,Telstra,,
8,Greater Brisbane Area,225,Sales Manager,Where they live,Telstra,,
9,"South Australia, Australia",223,Sales Manager,Where they live,Telstra,,
10,"Brisbane, QLD",221,Sales Manager,Where they live,Telstra,,
11,Greater Adelaide Area,217,Sales Manager,Where they live,Telstra,,
12,"Adelaide, SA",212,Sales Manager,Where they live,Telstra,,
13,"Western Australia, Australia",126,Sales Manager,Where they live,Telstra,,
14,Greater Perth Area,116,Sales Manager,Where they live,Telstra,,
0,RMIT University,95,Sales Manager,Where they studied,Telstra,144.9639,-37.8083
1,Swinburne University of Technology,78,Sales Manager,Where they studied,Telstra,110.357014,1.532147
2,Monash University,74,Sales Manager,Where they studied,Telstra,145.133607,-37.91063
3,TAFE NSW,62,Sales Manager,Where they studied,Telstra,151.199666,-33.882324
4,University of Technology Sydney,55,Sales Manager,Where they studied,Telstra,151.200549,-33.883964
5,Deakin University,52,Sales Manager,Where they studied,Telstra,145.114309,-37.846971
6,University of South Australia,48,Sales Manager,Where they studied,Telstra,138.591758,-34.922619
7,Griffith University,43,Sales Manager,Where they studied,Telstra,153.0593735,-27.549348
8,Western Sydney University,42,Sales Manager,Where they studied,Telstra,151.189728,-33.889192
9,University of Melbourne,42,Sales Manager,Where they studied,Telstra,144.9628925,-37.798269
10,Victoria University,40,Sales Manager,Where they studied,Telstra,144.899006,-37.7993545
11,Macquarie University,40,Sales Manager,Where they studied,Telstra,151.112474,-33.7750065
12,University of Sydney,39,Sales Manager,Where they studied,Telstra,151.1868,-33.8884
13,UNSW,31,Sales Manager,Where they studied,Telstra,151.227939,-33.917226
14,Curtin University,30,Sales Manager,Where they studied,Telstra,114.017186,4.51234
0,Management,989,Sales Manager,What they are skilled at,Telstra,,
1,Sales,922,Sales Manager,What they are skilled at,Telstra,,
2,Telecommunications,894,Sales Manager,What they are skilled at,Telstra,,
3,Customer Service,821,Sales Manager,What they are skilled at,Telstra,,
4,Team Leadership,771,Sales Manager,What they are skilled at,Telstra,,
5,Leadership,699,Sales Manager,What they are skilled at,Telstra,,
6,Account Management,659,Sales Manager,What they are skilled at,Telstra,,
7,Project Management,604,Sales Manager,What they are skilled at,Telstra,,
8,Customer Experience,557,Sales Manager,What they are skilled at,Telstra,,
9,Business Development,552,Sales Manager,What they are skilled at,Telstra,,
10,Sales Management,519,Sales Manager,What they are skilled at,Telstra,,
11,Customer Relationship Management (CRM),500,Sales Manager,What they are skilled at,Telstra,,
12,Solution Selling,496,Sales Manager,What they are skilled at,Telstra,,
13,Managed Services,488,Sales Manager,What they are skilled at,Telstra,,
14,Stakeholder Management,486,Sales Manager,What they are skilled at,Telstra,,
0,Business Administration and Management,180,Sales Manager,What they studied,Telstra,,
1,Marketing,175,Sales Manager,What they studied,Telstra,,
2,Business/Commerce,157,Sales Manager,What they studied,Telstra,,
3,Information Technology,139,Sales Manager,What they studied,Telstra,,
4,Accounting,72,Sales Manager,What they studied,Telstra,,
5,Electrical and Electronics Engineering,51,Sales Manager,What they studied,Telstra,,
6,Accounting,51,Sales Manager,What they studied,Telstra,,
7,Project Management,48,Sales Manager,What they studied,Telstra,,
8,Computer Science,44,Sales Manager,What they studied,Telstra,,
9,Economics,43,Sales Manager,What they studied,Telstra,,
10,Business Administration and Management,43,Sales Manager,What they studied,Telstra,,
11,Accounting and Finance,39,Sales Manager,What they studied,Telstra,,
12,Marketing,38,Sales Manager,What they studied,Telstra,,
13,Organizational Leadership,36,Sales Manager,What they studied,Telstra,,
14,Finance,35,Sales Manager,What they studied,Telstra,,
0,United States,1575,Sales Manager,Where they live,mcdonald's-corporation,,
1,Canada,459,Sales Manager,Where they live,mcdonald's-corporation,,
2,United Kingdom,445,Sales Manager,Where they live,mcdonald's-corporation,,
3,"England, United Kingdom",378,Sales Manager,Where they live,mcdonald's-corporation,,
4,"Ontario, Canada",240,Sales Manager,Where they live,mcdonald's-corporation,,
5,"Illinois, United States",230,Sales Manager,Where they live,mcdonald's-corporation,,
6,Greater Chicago Area,221,Sales Manager,Where they live,mcdonald's-corporation,,
7,Australia,198,Sales Manager,Where they live,mcdonald's-corporation,,
8,India,187,Sales Manager,Where they live,mcdonald's-corporation,,
9,"London Area, United Kingdom",169,Sales Manager,Where they live,mcdonald's-corporation,,
10,Greater London,142,Sales Manager,Where they live,mcdonald's-corporation,,
11,"California, United States",132,Sales Manager,Where they live,mcdonald's-corporation,,
12,"Chicago, IL",132,Sales Manager,Where they live,mcdonald's-corporation,,
13,Brazil,124,Sales Manager,Where they live,mcdonald's-corporation,,
14,"Greater Toronto Area, Canada",120,Sales Manager,Where they live,mcdonald's-corporation,,
0,Macquarie University,10,Sales Manager,Where they studied,mcdonald's-corporation,151.112474,-33.7750065
1,Western Sydney University,8,Sales Manager,Where they studied,mcdonald's-corporation,151.189728,-33.889192
2,Deakin University,7,Sales Manager,Where they studied,mcdonald's-corporation,145.114309,-37.846971
3,La Trobe University,7,Sales Manager,Where they studied,mcdonald's-corporation,145.0482135,-37.7212385
4,University of Technology Sydney,6,Sales Manager,Where they studied,mcdonald's-corporation,151.200549,-33.883964
5,Victoria University,5,Sales Manager,Where they studied,mcdonald's-corporation,144.899006,-37.7993545
6,Swinburne University of Technology,5,Sales Manager,Where they studied,mcdonald's-corporation,110.357014,1.532147
7,University of Newcastle,4,Sales Manager,Where they studied,mcdonald's-corporation,151.702652,-32.893239
8,Griffith University,4,Sales Manager,Where they studied,mcdonald's-corporation,153.0593735,-27.549348
9,QUT (Queensland University of Technology),4,Sales Manager,Where they studied,mcdonald's-corporation,153.027,-27.4773
10,TAFE NSW,4,Sales Manager,Where they studied,mcdonald's-corporation,151.199666,-33.882324
11,Torrens University Australia,4,Sales Manager,Where they studied,mcdonald's-corporation,151.197147,-33.88323
12,Australian Catholic University,4,Sales Manager,Where they studied,mcdonald's-corporation,153.088733,-27.378408
13,RMIT University,4,Sales Manager,Where they studied,mcdonald's-corporation,144.9639,-37.8083
14,UNSW,4,Sales Manager,Where they studied,mcdonald's-corporation,151.227939,-33.917226
0,Customer Service,73,Sales Manager,What they are skilled at,mcdonald's-corporation,,
1,Sales,55,Sales Manager,What they are skilled at,mcdonald's-corporation,,
2,Communication,49,Sales Manager,What they are skilled at,mcdonald's-corporation,,
3,Leadership,47,Sales Manager,What they are skilled at,mcdonald's-corporation,,
4,Management,47,Sales Manager,What they are skilled at,mcdonald's-corporation,,
5,Teamwork,45,Sales Manager,What they are skilled at,mcdonald's-corporation,,
6,Time Management,43,Sales Manager,What they are skilled at,mcdonald's-corporation,,
7,Microsoft Office,34,Sales Manager,What they are skilled at,mcdonald's-corporation,,
8,Problem Solving,32,Sales Manager,What they are skilled at,mcdonald's-corporation,,
9,Team Leadership,32,Sales Manager,What they are skilled at,mcdonald's-corporation,,
10,Microsoft Excel,28,Sales Manager,What they are skilled at,mcdonald's-corporation,,
11,Retail,26,Sales Manager,What they are skilled at,mcdonald's-corporation,,
12,Marketing,24,Sales Manager,What they are skilled at,mcdonald's-corporation,,
13,Training,20,Sales Manager,What they are skilled at,mcdonald's-corporation,,
14,Operations Management,15,Sales Manager,What they are skilled at,mcdonald's-corporation,,
0,Business/Commerce,19,Sales Manager,What they studied,mcdonald's-corporation,,
1,Information Technology,13,Sales Manager,What they studied,mcdonald's-corporation,,
2,Marketing,8,Sales Manager,What they studied,mcdonald's-corporation,,
3,Business Administration and Management,7,Sales Manager,What they studied,mcdonald's-corporation,,
4,Accounting,6,Sales Manager,What they studied,mcdonald's-corporation,,
5,Accounting,6,Sales Manager,What they studied,mcdonald's-corporation,,
6,International Business,5,Sales Manager,What they studied,mcdonald's-corporation,,
7,Computer Science,4,Sales Manager,What they studied,mcdonald's-corporation,,
8,Computational Science,4,Sales Manager,What they studied,mcdonald's-corporation,,
9,Psychology,4,Sales Manager,What they studied,mcdonald's-corporation,,
10,Business Administration and Management,4,Sales Manager,What they studied,mcdonald's-corporation,,
11,Finance,4,Sales Manager,What they studied,mcdonald's-corporation,,
12,Real Estate,4,Sales Manager,What they studied,mcdonald's-corporation,,
13,Advertising,3,Sales Manager,What they studied,mcdonald's-corporation,,
14,Banking,3,Sales Manager,What they studied,mcdonald's-corporation,,
0,United States,9213,Sales Manager,Where they live,Oracle,,
1,"California, United States",1397,Sales Manager,Where they live,Oracle,,
2,"Texas, United States",1256,Sales Manager,Where they live,Oracle,,
3,India,1214,Sales Manager,Where they live,Oracle,,
4,United Kingdom,1061,Sales Manager,Where they live,Oracle,,
5,"England, United Kingdom",978,Sales Manager,Where they live,Oracle,,
6,Greater Boston,819,Sales Manager,Where they live,Oracle,,
7,"Austin, Texas Metropolitan Area",782,Sales Manager,Where they live,Oracle,,
8,"Massachusetts, United States",721,Sales Manager,Where they live,Oracle,,
9,"Austin, TX",700,Sales Manager,Where they live,Oracle,,
10,Brazil,626,Sales Manager,Where they live,Oracle,,
11,United Arab Emirates,577,Sales Manager,Where they live,Oracle,,
12,Australia,514,Sales Manager,Where they live,Oracle,,
13,"São Paulo, Brazil",487,Sales Manager,Where they live,Oracle,,
14,"Dubai, United Arab Emirates",437,Sales Manager,Where they live,Oracle,,
